Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR
D1;25.03.2014;1;12;0;0;D;0;0;D;18;8;6;4;17;24;4;2;2;2;0;0
D1;25.03.2014;9;15;1;3;A;0;2;A;4;13;2;6;13;8;2;3;1;0;0;0
D1;25.03.2014;13;6;1;3;A;1;2;A;6;19;2;9;18;19;3;8;2;1;0;0
D1;26.03.2014;3;18;1;3;A;0;1;A;22;13;3;7;14;17;10;3;2;2;0;0
D1;26.03.2014;29;16;1;0;H;1;0;H;14;9;4;2;11;12;11;7;3;1;0;0
D1;26.03.2014;2;4;1;1;D;0;0;D;21;11;5;4;17;15;6;3;1;2;0;0
D1;26.03.2014;8;7;3;1;H;1;1;D;20;8;8;1;16;15;5;1;1;1;0;1
D1;26.03.2014;10;11;2;0;H;1;0;H;11;13;5;5;17;11;6;4;1;1;0;0
D1;28.03.2014;12;9;2;0;H;1;0;H;13;11;4;1;17;19;1;4;1;1;0;0
D1;29.03.2014;15;8;3;3;D;3;2;H;11;20;6;9;13;18;3;1;1;2;0;0
D1;29.03.2014;4;10;3;2;H;1;2;A;14;9;7;2;16;22;8;4;2;3;0;1
D1;29.03.2014;18;21;1;1;D;0;0;D;15;9;4;2;16;13;7;1;2;1;0;0
D1;29.03.2014;17;3;3;0;H;2;0;H;14;12;7;4;14;20;5;8;1;2;0;0
D1;29.03.2014;11;1;2;3;A;2;1;H;11;17;3;5;15;14;2;9;0;2;1;0
D1;29.03.2014;6;29;2;1;H;0;1;A;22;11;9;4;19;19;4;3;2;4;0;0
D1;30.03.2014;7;13;1;2;A;1;0;H;9;11;4;8;19;13;10;8;1;1;0;0
D1;30.03.2014;16;2;3;1;H;1;1;D;17;17;9;7;11;15;6;10;0;1;0;0
D1;04.04.2014;2;18;2;1;H;1;0;H;18;19;5;8;16;15;4;14;1;1;0;0
D1;05.04.2014;3;15;1;0;H;1;0;H;11;16;7;2;16;13;3;4;3;2;0;0
D1;05.04.2014;1;6;2;1;H;0;1;A;10;19;5;3;15;14;7;2;2;1;0;0
D1;05.04.2014;29;17;2;0;H;0;0;D;14;17;7;5;11;18;2;6;3;4;0;0
D1;05.04.2014;10;16;0;2;A;0;1;A;14;15;3;6;7;16;8;5;1;2;0;0
D1;05.04.2014;11;4;2;0;H;0;0;D;12;18;5;8;13;17;3;6;2;1;0;0
D1;05.04.2014;13;12;1;1;D;1;1;D;19;9;5;5;17;20;9;4;1;2;0;0
D1;06.04.2014;21;7;3;0;H;2;0;H;11;11;3;2;17;16;5;6;2;2;0;1
D1;06.04.2014;9;8;1;1;D;1;1;D;11;11;5;3;19;17;3;4;1;2;0;0
D1;11.04.2014;12;29;2;0;H;0;0;D;22;10;8;3;15;14;4;5;1;0;0;0
D1;12.04.2014;15;1;0;3;A;0;1;A;14;9;3;6;17;13;12;2;2;2;1;0
D1;12.04.2014;4;21;2;0;H;1;0;H;18;13;8;4;15;20;3;3;2;4;0;0
D1;12.04.2014;7;2;2;1;H;1;0;H;31;5;15;3;20;16;5;2;0;1;0;0
D1;12.04.2014;17;13;3;0;H;3;0;H;23;9;5;2;12;17;3;12;0;4;0;0
D1;12.04.2014;16;11;1;1;D;0;1;A;14;17;4;4;12;14;6;5;1;3;0;0
D1;12.04.2014;6;10;4;1;H;2;1;H;24;5;8;1;13;13;11;2;0;2;0;0
D1;13.04.2014;8;3;2;0;H;2;0;H;26;23;9;8;22;19;6;11;1;1;0;0
D1;13.04.2014;18;9;2;1;H;2;1;H;17;9;4;2;17;13;7;2;1;1;0;0
D1;17.04.2014;29;7;2;3;A;1;3;A;14;16;6;7;24;22;3;4;4;4;0;0
D1;19.04.2014;3;9;0;0;D;0;0;D;10;13;0;4;17;16;3;4;1;3;0;0
D1;19.04.2014;21;15;0;2;A;0;0;D;7;12;1;3;19;16;2;3;2;1;0;0
D1;19.04.2014;1;17;4;2;H;2;1;H;30;9;11;2;9;18;12;2;1;1;0;1
D1;19.04.2014;4;16;4;2;H;0;1;A;15;14;7;4;8;9;5;5;2;1;0;1
D1;19.04.2014;2;6;1;3;A;0;2;A;14;16;3;7;18;16;4;7;1;0;0;1
D1;19.04.2014;13;8;3;1;H;1;1;D;12;14;7;3;11;24;8;6;1;3;0;0
D1;20.04.2014;10;18;1;4;A;1;1;D;9;15;6;7;15;14;3;8;1;1;0;0
D1;20.04.2014;11;12;3;1;H;1;0;H;12;14;4;3;23;13;2;3;2;3;0;0
D1;25.04.2014;7;11;0;0;D;0;0;D;9;6;2;3;15;15;2;5;2;2;0;0
D1;26.04.2014;15;13;5;2;H;1;2;A;23;7;11;3;11;13;13;5;1;1;0;0
D1;26.04.2014;9;21;2;0;H;0;0;D;20;7;11;1;14;18;8;3;0;0;0;0
D1;26.04.2014;8;29;0;0;D;0;0;D;18;8;5;3;18;13;3;2;0;4;1;0
D1;26.04.2014;18;1;2;2;D;2;2;D;16;14;5;6;14;9;7;5;1;1;0;0
D1;26.04.2014;17;10;2;0;H;2;0;H;18;13;5;1;6;11;8;7;0;2;0;0
D1;26.04.2014;6;4;2;2;D;1;0;H;23;13;7;7;13;14;11;7;2;2;0;0
D1;27.04.2014;3;2;3;1;H;3;1;H;15;19;5;5;16;19;4;5;1;2;0;0
D1;27.04.2014;12;16;0;1;A;0;1;A;17;12;6;6;11;1;12;9;2;0;0;0
D1;03.05.2014;21;3;0;1;A;0;0;D;17;24;6;10;21;21;7;9;2;2;0;0
D1;03.05.2014;1;8;3;2;H;3;1;H;16;12;10;4;16;23;5;5;0;1;0;0
D1;03.05.2014;29;18;0;2;A;0;2;A;6;21;2;5;16;13;3;5;2;1;0;0
D1;03.05.2014;4;12;0;2;A;0;1;A;10;26;1;6;11;11;3;5;2;2;0;1
D1;03.05.2014;2;15;1;4;A;0;1;A;10;18;5;8;14;7;2;5;1;1;0;1
D1;03.05.2014;16;17;3;1;H;1;0;H;7;18;4;4;8;11;3;6;0;0;0;0
D1;03.05.2014;10;7;0;2;A;0;1;A;15;14;8;7;12;18;8;5;3;1;0;0
D1;03.05.2014;11;6;1;2;A;0;1;A;6;13;2;6;11;15;2;5;1;1;0;0
D1;03.05.2014;13;9;2;0;H;0;0;D;12;11;4;4;18;17;5;11;3;1;0;0
D1;10.05.2014;3;29;2;1;H;1;1;D;17;7;7;2;12;12;5;5;0;2;0;0
D1;10.05.2014;15;11;1;0;H;0;0;D;24;8;6;2;11;14;12;2;2;2;0;0
D1;10.05.2014;7;4;3;2;H;1;0;H;19;12;9;7;19;9;8;4;1;2;0;0
D1;10.05.2014;9;1;0;4;A;0;2;A;10;13;5;7;18;12;9;0;2;0;0;0
D1;10.05.2014;8;21;3;1;H;1;0;H;16;6;8;2;17;14;5;2;3;0;0;0
D1;10.05.2014;18;13;2;1;H;1;1;D;14;8;6;2;16;9;8;4;2;0;0;0
D1;10.05.2014;17;2;3;2;H;1;1;D;13;20;6;7;14;14;4;8;0;0;0;0
D1;10.05.2014;12;10;4;1;H;2;0;H;22;11;11;4;12;20;7;3;0;5;0;0
D1;10.05.2014;6;16;3;1;H;1;0;H;19;13;10;3;9;10;7;8;2;4;0;0
D1;22.08.2014;15;6;2;1;H;1;0;H;17;9;10;4;5;9;9;3;0;2;0;0
D1;23.08.2014;1;18;0;2;A;0;1;A;11;11;4;2;13;28;8;4;1;2;0;0
D1;23.08.2014;29;4;1;0;H;1;0;H;10;13;3;7;17;22;6;5;1;3;0;0
D1;23.08.2014;5;2;0;0;D;0;0;D;10;19;3;4;23;16;3;6;2;2;0;0
D1;23.08.2014;7;12;2;1;H;0;0;D;8;12;3;5;12;15;2;4;2;1;0;0
D1;23.08.2014;9;13;2;2;D;1;0;H;19;9;5;5;17;18;9;5;1;2;0;0
D1;23.08.2014;8;3;2;0;H;2;0;H;10;12;3;2;19;15;7;3;2;3;0;0
D1;24.08.2014;16;11;1;1;D;0;0;D;19;7;6;3;8;16;6;3;2;1;0;0
D1;24.08.2014;22;17;2;2;D;1;1;D;10;14;3;4;16;14;4;3;2;2;0;0
D1;29.08.2014;3;1;2;3;A;0;2;A;12;22;3;9;9;12;3;6;2;3;0;0
D1;30.08.2014;2;22;0;3;A;0;1;A;13;15;4;7;16;16;8;3;0;0;0;0
D1;30.08.2014;18;9;4;2;H;0;1;A;21;3;7;1;11;20;5;6;0;1;0;0
D1;30.08.2014;12;15;1;1;D;0;1;A;8;10;4;4;15;15;1;3;4;1;0;0
D1;30.08.2014;11;5;0;2;A;0;2;A;14;10;5;4;11;11;7;4;1;2;0;0
D1;30.08.2014;13;8;1;1;D;0;1;A;15;12;1;1;20;13;6;6;3;0;0;0
D1;30.08.2014;6;29;2;2;D;1;1;D;14;9;11;4;19;11;4;3;3;1;0;0
D1;31.08.2014;4;16;0;0;D;0;0;D;17;9;4;3;11;13;4;5;1;2;0;0
D1;31.08.2014;17;7;0;0;D;0;0;D;14;11;2;6;12;14;4;2;0;1;0;0
D1;12.09.2014;18;13;3;3;D;1;1;D;26;8;9;5;14;20;6;4;4;2;0;0
D1;13.09.2014;15;11;2;0;H;1;0;H;14;7;8;0;16;18;2;4;1;2;0;0
D1;13.09.2014;1;4;3;1;H;2;0;H;15;4;6;3;10;14;3;5;1;4;0;0
D1;13.09.2014;9;17;1;3;A;0;1;A;17;7;3;6;21;20;4;1;3;3;0;0
D1;13.09.2014;8;6;1;1;D;0;0;D;15;22;6;5;17;17;4;7;1;0;0;1
D1;13.09.2014;16;12;4;1;H;1;0;H;23;11;9;6;15;13;8;2;2;3;0;0
D1;13.09.2014;22;5;0;0;D;0;0;D;8;4;4;1;13;18;5;1;0;2;0;0
D1;14.09.2014;29;3;0;1;A;0;0;D;14;17;5;7;14;21;5;6;3;4;0;0
D1;14.09.2014;7;2;2;0;H;2;0;H;11;11;4;0;18;16;4;2;3;3;0;0
D1;19.09.2014;4;9;2;2;D;1;1;D;15;7;5;2;16;26;7;6;0;4;0;1
D1;20.09.2014;3;13;4;2;H;2;1;H;19;13;7;6;13;20;6;5;1;4;0;0
D1;20.09.2014;2;15;0;0;D;0;0;D;4;15;0;3;22;11;3;9;4;2;0;0
D1;20.09.2014;17;1;2;0;H;0;0;D;8;20;5;4;17;18;1;7;2;1;0;0
D1;20.09.2014;22;7;2;0;H;0;0;D;17;14;4;2;11;13;7;5;1;0;0;0
D1;20.09.2014;12;29;2;2;D;1;2;A;8;15;3;4;15;15;1;3;1;2;2;1
D1;20.09.2014;11;8;0;2;A;0;1;A;17;10;2;4;17;21;9;4;0;2;0;0
D1;21.09.2014;5;16;0;0;D;0;0;D;10;9;7;1;15;13;4;3;2;2;0;0
D1;21.09.2014;6;18;4;1;H;2;1;H;17;12;9;1;9;12;8;3;1;1;0;1
D1;23.09.2014;15;22;4;0;H;2;0;H;25;6;9;2;8;7;9;3;0;0;0;0
D1;23.09.2014;29;17;2;2;D;1;2;A;16;5;8;5;16;24;9;3;3;3;0;0
D1;23.09.2014;8;4;3;3;D;1;2;A;18;6;8;4;20;14;4;3;3;3;0;1
D1;23.09.2014;13;12;0;3;A;0;0;D;12;11;4;4;17;15;6;5;4;3;0;0
D1;24.09.2014;1;11;2;2;D;0;0;D;25;10;9;5;11;10;5;4;2;2;0;0
D1;24.09.2014;7;5;1;0;H;1;0;H;9;9;4;3;9;11;2;6;0;2;0;0
D1;24.09.2014;9;6;1;0;H;1;0;H;3;13;3;3;15;10;6;5;3;2;0;0
D1;24.09.2014;18;3;1;0;H;1;0;H;17;11;3;4;13;13;6;7;3;2;0;0
D1;24.09.2014;16;2;1;0;H;1;0;H;20;14;9;1;19;17;9;9;1;1;0;0
D1;26.09.2014;17;8;0;0;D;0;0;D;10;13;3;3;13;25;5;4;1;2;0;0
D1;27.09.2014;5;15;0;2;A;0;1;A;8;21;3;8;6;6;2;11;0;0;0;0
D1;27.09.2014;4;18;0;0;D;0;0;D;8;16;3;8;21;24;5;3;2;4;1;1
D1;27.09.2014;22;16;1;2;A;0;2;A;24;11;8;4;9;18;9;0;1;1;0;0
D1;27.09.2014;12;1;2;1;H;2;1;H;11;17;6;5;15;15;3;9;1;1;0;0
D1;27.09.2014;11;7;1;0;H;0;0;D;12;12;6;4;16;16;8;1;3;2;0;0
D1;27.09.2014;6;13;2;1;H;1;1;D;18;8;8;3;11;12;8;5;0;0;0;0
D1;28.09.2014;3;9;1;0;H;1;0;H;8;10;3;3;18;20;3;9;2;4;0;0
D1;28.09.2014;2;29;1;2;A;0;1;A;14;7;6;4;21;18;8;3;2;2;0;0
D1;03.10.2014;9;11;3;2;H;1;1;D;12;9;9;2;18;15;3;7;2;2;0;0
D1;04.10.2014;15;7;4;0;H;3;0;H;23;6;9;3;4;11;11;1;0;0;0;0
D1;04.10.2014;1;2;0;1;A;0;1;A;17;10;3;5;10;19;8;4;2;4;0;0
D1;04.10.2014;29;5;3;2;H;1;1;D;19;12;8;7;10;15;6;2;1;1;0;0
D1;04.10.2014;8;12;2;1;H;2;0;H;20;13;8;3;18;16;5;3;3;4;0;1
D1;04.10.2014;18;22;2;2;D;1;1;D;21;8;10;5;25;18;9;2;3;3;0;1
D1;04.10.2014;13;4;1;1;D;1;1;D;18;7;7;3;13;14;10;5;0;1;0;0
D1;05.10.2014;16;17;1;1;D;1;1;D;18;8;10;2;12;12;2;3;0;3;0;0
D1;05.10.2014;6;3;1;0;H;0;0;D;15;7;4;1;15;13;4;1;0;2;0;0
D1;18.10.2014;15;13;6;0;H;4;0;H;19;0;6;0;10;12;10;0;0;1;0;0
D1;18.10.2014;5;1;2;1;H;1;0;H;5;16;2;3;11;14;3;6;1;3;0;0
D1;18.10.2014;4;6;1;2;A;0;1;A;14;15;7;8;11;18;6;2;1;1;0;0
D1;18.10.2014;7;16;0;3;A;0;1;A;11;10;4;4;15;16;7;2;1;1;0;0
D1;18.10.2014;17;3;2;1;H;2;0;H;8;15;6;6;15;14;4;6;3;2;0;0
D1;18.10.2014;12;9;2;0;H;1;0;H;7;15;3;4;21;21;0;5;1;1;0;0
D1;18.10.2014;11;18;3;3;D;0;3;A;13;17;6;6;14;19;6;7;3;2;0;0
D1;19.10.2014;2;8;1;1;D;1;1;D;17;9;6;4;16;24;5;2;1;3;0;0
D1;19.10.2014;22;29;3;1;H;0;0;D;14;11;5;3;10;13;3;4;0;1;0;0
D1;24.10.2014;13;5;0;1;A;0;0;D;11;10;4;4;19;12;8;1;3;0;0;0
D1;25.10.2014;3;4;2;0;H;1;0;H;15;10;4;3;17;13;2;5;3;1;0;0
D1;25.10.2014;1;7;0;1;A;0;0;D;17;7;4;3;13;18;14;1;3;4;0;1
D1;25.10.2014;29;11;4;5;A;1;2;A;21;20;13;10;17;18;3;9;5;3;1;0
D1;25.10.2014;9;2;3;0;H;0;0;D;15;10;6;3;15;21;4;1;0;2;0;0
D1;25.10.2014;8;22;1;0;H;0;0;D;19;11;5;1;14;15;6;4;2;3;0;0
D1;25.10.2014;18;12;1;0;H;0;0;D;24;4;7;1;8;17;8;3;1;4;1;0
D1;26.10.2014;16;15;0;0;D;0;0;D;11;20;5;5;8;11;4;10;1;3;0;0
D1;26.10.2014;6;17;3;0;H;1;0;H;24;16;12;4;16;15;10;3;1;3;0;0
D1;31.10.2014;12;3;1;0;H;1;0;H;13;20;7;5;10;16;4;2;2;2;0;0
D1;01.11.2014;15;1;2;1;H;0;1;A;25;10;14;4;13;5;9;2;1;2;0;0
D1;01.11.2014;2;18;1;0;H;1;0;H;5;11;1;2;29;25;1;3;6;3;0;0
D1;01.11.2014;7;29;1;0;H;0;0;D;14;6;3;4;13;20;10;4;2;2;0;0
D1;01.11.2014;17;13;1;2;A;1;1;D;21;9;3;7;17;15;8;1;4;3;0;0
D1;01.11.2014;11;6;0;4;A;0;2;A;13;15;4;6;13;11;4;6;1;0;0;0
D1;02.11.2014;5;4;0;1;A;0;0;D;10;8;3;3;5;12;5;2;1;3;0;0
D1;02.11.2014;16;8;3;1;H;2;1;H;13;15;7;3;15;12;6;3;1;1;0;0
D1;02.11.2014;22;9;3;1;H;1;1;D;18;10;6;4;14;27;6;1;0;2;0;0
D1;07.11.2014;9;7;0;2;A;0;1;A;7;12;1;5;24;22;4;7;3;2;0;0
D1;08.11.2014;3;22;3;0;H;1;0;H;11;16;4;3;16;13;3;6;2;3;0;0
D1;08.11.2014;29;15;0;4;A;0;1;A;6;19;2;9;21;15;4;8;2;1;0;0
D1;08.11.2014;4;12;2;0;H;1;0;H;19;11;9;4;13;13;3;1;1;3;0;0
D1;08.11.2014;8;5;3;4;A;3;3;D;22;11;6;7;15;12;7;4;1;2;0;0
D1;08.11.2014;18;17;0;0;D;0;0;D;24;6;6;1;17;20;13;0;1;3;0;0
D1;08.11.2014;13;11;2;0;H;1;0;H;12;8;4;1;13;13;4;4;1;1;0;0
D1;09.11.2014;1;16;1;0;H;0;0;D;22;1;6;0;7;11;7;0;3;2;0;0
D1;09.11.2014;6;2;2;0;H;1;0;H;13;10;5;2;12;14;2;1;2;3;0;0
D1;22.11.2014;15;8;4;0;H;2;0;H;17;11;9;5;16;17;9;5;2;2;0;1
D1;22.11.2014;5;9;1;2;A;0;1;A;12;10;2;6;11;14;3;5;0;3;0;0
D1;22.11.2014;7;18;1;3;A;0;0;D;10;20;5;4;16;16;2;3;3;1;0;0
D1;22.11.2014;17;4;2;2;D;1;1;D;11;10;2;3;15;13;9;3;0;1;0;0
D1;22.11.2014;16;29;1;3;A;1;0;H;9;25;3;13;10;16;8;11;1;3;1;0
D1;22.11.2014;22;1;2;2;D;0;2;A;8;13;4;5;15;11;1;6;3;1;0;0
D1;22.11.2014;12;6;3;2;H;3;1;H;9;17;6;2;10;16;2;7;1;1;0;0
D1;23.11.2014;2;13;2;0;H;0;0;D;14;12;5;7;24;20;6;5;4;3;0;1
D1;23.11.2014;11;3;0;1;A;0;0;D;9;17;1;6;14;23;6;3;2;3;1;0
D1;28.11.2014;4;11;1;4;A;1;1;D;16;18;6;9;12;13;9;7;2;1;1;0
D1;29.11.2014;3;2;3;1;H;0;1;A;13;9;8;3;13;23;4;4;1;4;0;0
D1;29.11.2014;9;15;0;1;A;0;1;A;4;15;1;5;17;8;2;3;1;0;0;0
D1;29.11.2014;8;7;4;3;H;2;1;H;16;13;7;5;14;28;5;3;1;4;0;0
D1;29.11.2014;18;5;5;1;H;1;1;D;25;5;10;1;15;9;7;3;1;2;0;0
D1;29.11.2014;12;17;4;1;H;2;1;H;14;22;9;10;16;12;2;5;2;1;0;0
D1;29.11.2014;13;22;4;0;H;1;0;H;24;15;13;4;18;18;9;6;2;1;0;0
D1;30.11.2014;29;1;2;0;H;1;0;H;11;17;3;6;15;22;1;8;2;2;0;0
D1;30.11.2014;6;16;1;0;H;1;0;H;23;10;12;2;13;12;9;5;0;2;0;0
D1;05.12.2014;1;8;1;0;H;1;0;H;19;6;6;1;20;12;8;3;1;4;0;0
D1;06.12.2014;15;18;1;0;H;0;0;D;9;3;3;1;11;26;8;3;0;3;0;0
D1;06.12.2014;5;3;1;2;A;1;0;H;12;14;4;4;10;13;5;9;0;1;0;0
D1;06.12.2014;7;6;1;3;A;1;1;D;16;15;6;7;14;18;11;9;2;1;0;0
D1;06.12.2014;16;9;3;2;H;1;1;D;13;11;10;3;17;17;4;3;2;3;0;0
D1;06.12.2014;22;4;1;1;D;0;1;A;24;4;8;2;15;26;6;1;2;4;0;0
D1;06.12.2014;11;12;0;4;A;0;3;A;13;13;3;6;14;13;4;6;0;0;0;0
D1;07.12.2014;29;13;5;2;H;1;1;D;22;10;13;4;17;12;9;2;2;2;0;0
D1;07.12.2014;2;17;2;1;H;1;0;H;18;15;8;4;19;18;6;6;1;0;0;0
D1;12.12.2014;8;29;3;2;H;1;0;H;20;19;8;7;16;19;4;6;3;2;0;0
D1;13.12.2014;3;15;0;4;A;0;0;D;6;26;3;9;17;13;1;7;0;0;0;0
D1;13.12.2014;4;2;0;0;D;0;0;D;10;10;4;1;19;9;4;2;2;2;0;0
D1;13.12.2014;9;1;1;0;H;1;0;H;5;18;3;5;9;9;2;9;2;1;0;0
D1;13.12.2014;17;11;1;1;D;1;0;H;22;8;6;2;19;15;4;5;2;2;0;0
D1;13.12.2014;12;5;1;2;A;0;0;D;15;6;3;5;13;7;2;1;1;1;0;0
D1;13.12.2014;13;7;3;3;D;1;1;D;19;12;7;7;19;25;10;10;3;3;0;0
D1;14.12.2014;18;16;1;1;D;1;1;D;22;7;5;3;17;12;5;6;4;1;0;0
D1;14.12.2014;6;22;1;1;D;1;0;H;21;6;8;3;15;17;11;1;4;2;0;0
D1;16.12.2014;15;4;2;0;H;1;0;H;31;2;13;0;5;3;10;1;1;1;0;0
D1;16.12.2014;5;17;0;0;D;0;0;D;11;13;1;1;13;14;9;3;2;4;0;0
D1;16.12.2014;2;11;0;1;A;0;1;A;8;16;2;6;9;11;6;5;1;2;0;1
D1;16.12.2014;7;3;2;0;H;1;0;H;10;10;3;5;18;17;8;5;0;3;0;0
D1;17.12.2014;1;6;2;2;D;1;1;D;17;10;6;4;12;10;4;5;1;0;0;0
D1;17.12.2014;29;9;4;4;D;1;3;A;16;8;7;5;14;19;5;4;3;2;0;0
D1;17.12.2014;8;18;0;1;A;0;0;D;9;18;7;9;16;19;1;10;1;3;0;0
D1;17.12.2014;16;13;4;1;H;2;0;H;9;9;6;4;13;18;2;1;1;1;0;1
D1;17.12.2014;22;12;1;2;A;1;1;D;21;16;4;8;9;22;5;7;0;3;0;0
D1;19.12.2014;17;15;1;2;A;1;1;D;5;12;3;5;16;17;4;10;2;0;0;0
D1;20.12.2014;3;16;2;1;H;1;1;D;18;14;6;7;15;11;4;7;3;2;0;0
D1;20.12.2014;18;29;1;1;D;0;1;A;16;9;3;5;18;20;4;1;3;2;0;0
D1;20.12.2014;12;2;0;0;D;0;0;D;17;15;8;6;11;15;6;4;1;2;0;0
D1;20.12.2014;11;22;0;0;D;0;0;D;11;17;3;5;16;20;5;5;1;3;0;0
D1;20.12.2014;13;1;2;1;H;1;0;H;12;14;3;5;12;9;2;6;0;0;0;0
D1;20.12.2014;6;5;2;1;H;1;1;D;14;10;3;4;5;9;4;4;0;0;0;0
D1;21.12.2014;4;7;2;2;D;1;0;H;11;17;6;8;12;14;6;5;3;3;0;0
D1;21.12.2014;9;8;0;5;A;0;3;A;8;15;1;8;17;17;2;9;3;1;0;0
D1;30.01.2015;6;15;4;1;H;2;0;H;13;16;6;7;13;15;1;5;2;2;0;0
D1;31.01.2015;4;29;4;1;H;0;1;A;15;12;8;6;11;14;3;5;3;3;0;0
D1;31.01.2015;2;5;0;2;A;0;0;D;10;15;3;6;17;11;3;3;3;1;0;0
D1;31.01.2015;18;1;0;0;D;0;0;D;7;10;3;2;20;17;4;3;1;2;0;0
D1;31.01.2015;17;22;5;0;H;1;0;H;21;10;8;2;14;17;9;4;0;1;0;0
D1;31.01.2015;12;7;1;0;H;1;0;H;15;13;5;1;15;15;5;7;2;3;1;0
D1;31.01.2015;11;16;0;1;A;0;0;D;12;10;1;2;13;13;4;8;3;2;0;0
D1;01.02.2015;3;8;3;1;H;2;1;H;15;13;7;5;20;28;4;7;2;3;0;0
D1;01.02.2015;13;9;2;0;H;1;0;H;19;3;8;0;16;26;6;3;4;3;0;0
D1;03.02.2015;15;12;1;1;D;0;0;D;10;8;2;5;13;19;5;1;3;1;1;0
D1;03.02.2015;29;6;1;1;D;0;0;D;12;9;4;2;20;16;1;6;2;2;0;0
D1;03.02.2015;7;17;1;1;D;1;0;H;9;17;5;7;15;15;7;4;1;1;0;0
D1;03.02.2015;16;4;1;0;H;1;0;H;11;15;6;5;15;14;4;4;1;2;0;0
D1;04.02.2015;1;3;0;1;A;0;0;D;15;8;6;3;12;11;4;1;0;1;0;1
D1;04.02.2015;5;11;0;0;D;0;0;D;5;7;0;4;10;10;2;4;2;0;0;0
D1;04.02.2015;9;18;0;1;A;0;0;D;2;9;0;3;14;16;4;2;2;2;1;0
D1;04.02.2015;8;13;1;2;A;1;1;D;13;10;5;6;13;30;7;1;1;4;0;0
D1;04.02.2015;22;2;0;3;A;0;1;A;13;12;3;4;11;18;5;5;1;2;0;0
D1;06.02.2015;12;16;1;0;H;1;0;H;10;8;4;1;17;15;5;3;1;0;0;0
D1;07.02.2015;5;22;0;0;D;0;0;D;17;9;5;3;13;15;9;4;1;2;0;0
D1;07.02.2015;4;1;0;3;A;0;1;A;7;22;1;12;11;12;3;5;1;2;0;0
D1;07.02.2015;2;7;2;1;H;1;0;H;6;21;3;7;21;11;3;10;1;0;0;0
D1;07.02.2015;17;9;0;2;A;0;2;A;12;11;4;3;15;15;4;2;2;3;1;1
D1;07.02.2015;11;15;0;2;A;0;1;A;4;8;0;4;26;21;4;1;1;1;0;0
D1;07.02.2015;6;8;3;0;H;2;0;H;9;16;5;4;20;16;2;4;2;1;0;0
D1;08.02.2015;3;29;2;2;D;2;1;H;11;16;6;5;20;20;3;3;3;3;0;0
D1;08.02.2015;13;18;2;1;H;2;1;H;7;13;4;2;14;16;4;7;1;3;0;0
D1;13.02.2015;1;17;4;2;H;0;1;A;21;6;10;3;15;13;7;3;0;1;0;0
D1;14.02.2015;15;2;8;0;H;3;0;H;25;7;14;2;3;16;3;0;0;1;0;0
D1;14.02.2015;29;12;1;0;H;0;0;D;8;8;2;6;21;12;5;7;5;1;0;0
D1;14.02.2015;8;11;2;1;H;1;1;D;21;7;6;3;24;21;10;2;3;3;0;0
D1;14.02.2015;18;6;4;5;A;0;3;A;15;13;7;9;23;12;5;1;4;1;1;0
D1;14.02.2015;16;5;1;0;H;0;0;D;19;14;8;1;10;12;10;1;2;4;0;0
D1;14.02.2015;13;3;3;2;H;3;1;H;19;16;9;4;21;15;5;10;2;2;0;0
D1;15.02.2015;7;22;1;2;A;0;0;D;10;11;2;5;16;12;7;1;3;1;0;0
D1;15.02.2015;9;4;0;2;A;0;1;A;11;8;6;3;20;15;2;1;2;2;0;0
D1;20.02.2015;11;1;2;3;A;1;2;A;7;13;2;9;13;12;2;5;1;2;0;0
D1;21.02.2015;3;18;2;2;D;0;1;A;16;18;7;12;13;16;5;4;0;3;0;0
D1;21.02.2015;5;7;1;1;D;1;1;D;16;7;7;5;13;20;3;5;2;3;0;1
D1;21.02.2015;4;8;1;1;D;1;1;D;10;14;5;5;20;22;4;1;2;3;1;0
D1;21.02.2015;17;29;3;1;H;1;1;D;13;8;6;1;14;18;6;1;2;3;0;1
D1;21.02.2015;22;15;0;6;A;0;2;A;13;17;3;9;10;13;4;4;0;0;1;0
D1;21.02.2015;12;13;1;1;D;0;0;D;24;14;5;4;13;12;7;1;1;2;0;0
D1;22.02.2015;2;16;1;1;D;0;0;D;13;12;3;2;14;11;4;5;3;3;0;0
D1;22.02.2015;6;9;2;1;H;1;1;D;17;3;5;2;10;14;6;3;1;2;0;0
D1;27.02.2015;15;5;4;1;H;2;1;H;23;9;9;4;5;11;14;5;0;1;0;0
D1;28.02.2015;1;12;3;0;H;0;0;D;31;3;13;0;13;13;9;5;2;2;0;0
D1;28.02.2015;29;2;2;1;H;1;1;D;19;9;6;5;18;27;4;3;2;3;0;1
D1;28.02.2015;7;11;1;1;D;0;0;D;16;9;5;1;20;16;8;4;2;2;1;1
D1;28.02.2015;9;3;1;0;H;0;0;D;9;11;4;3;22;17;4;5;3;4;0;0
D1;28.02.2015;8;17;2;0;H;0;0;D;16;19;5;4;12;12;6;9;3;0;0;0
D1;28.02.2015;18;4;1;0;H;1;0;H;11;3;4;2;15;13;3;2;1;2;0;0
D1;01.03.2015;16;22;2;0;H;1;0;H;19;17;7;3;8;15;10;8;0;2;0;0
D1;01.03.2015;13;6;3;5;A;3;2;H;10;13;5;6;21;15;6;3;2;1;0;0
