Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR
D1;04.02.2017;9;24;1;0;H;1;0;H;8;13;2;4;15;20;1;3;2;2;0;0
D1;04.02.2017;8;17;4;0;H;1;0;H;22;13;7;2;14;13;3;6;2;2;0;0
D1;04.02.2017;16;4;3;0;H;0;0;D;11;14;3;4;9;10;3;8;1;1;0;0
D1;05.02.2017;3;13;3;2;H;1;1;D;15;19;7;4;13;12;2;4;3;2;0;0
D1;05.02.2017;29;23;2;0;H;0;0;D;15;4;6;0;7;16;8;2;2;4;0;0
D1;10.02.2017;17;3;2;0;H;1;0;H;8;10;4;6;10;15;6;2;1;3;0;0
D1;11.02.2017;23;1;2;1;H;1;1;D;15;14;7;4;10;20;0;12;2;2;0;0
D1;11.02.2017;24;15;0;2;A;0;0;D;8;17;0;5;15;14;2;4;2;1;0;0
D1;11.02.2017;18;29;3;0;H;1;0;H;17;9;7;3;10;10;7;6;2;1;0;0
D1;11.02.2017;25;2;0;3;A;0;2;A;15;11;0;5;10;17;3;6;2;2;0;0
D1;11.02.2017;12;9;2;0;H;1;0;H;14;5;3;2;20;17;2;2;1;2;0;0
D1;11.02.2017;13;16;0;1;A;0;1;A;16;12;6;3;16;17;9;3;2;2;0;0
D1;12.02.2017;4;5;2;1;H;1;1;D;12;12;6;5;17;15;7;1;1;1;0;0
D1;12.02.2017;6;8;2;1;H;0;1;A;13;14;7;7;16;18;4;5;3;2;0;0
D1;17.02.2017;3;18;1;3;A;0;2;A;12;20;4;10;12;14;2;4;3;1;0;0
D1;18.02.2017;1;6;3;0;H;1;0;H;24;6;10;3;17;15;9;2;2;1;0;0
D1;18.02.2017;29;24;0;2;A;0;1;A;15;14;6;11;16;12;4;5;4;0;1;1
D1;18.02.2017;2;4;2;2;D;1;1;D;6;12;4;3;15;9;7;5;3;2;0;0
D1;18.02.2017;9;15;1;1;D;1;0;H;11;16;2;7;19;10;3;4;2;3;0;0
D1;18.02.2017;8;23;2;0;H;0;0;D;14;7;5;4;12;19;4;2;3;4;0;0
D1;18.02.2017;17;13;0;2;A;0;2;A;13;8;5;4;14;10;7;6;3;4;0;0
D1;19.02.2017;5;12;1;1;D;1;1;D;9;12;4;4;12;14;5;0;2;3;0;0
D1;19.02.2017;16;25;1;2;A;0;1;A;12;9;3;5;18;17;8;3;4;3;0;0
D1;24.02.2017;6;13;1;2;A;1;2;A;27;7;6;3;13;15;13;1;1;3;0;0
D1;25.02.2017;15;2;8;0;H;3;0;H;18;5;12;1;16;11;4;4;0;1;0;0
D1;25.02.2017;23;3;1;2;A;0;0;D;5;18;2;3;17;16;1;1;1;0;0;0
D1;25.02.2017;4;1;0;3;A;0;1;A;7;27;3;10;8;10;5;3;1;0;0;0
D1;25.02.2017;9;29;2;0;H;0;0;D;6;8;4;2;11;16;3;6;2;2;0;1
D1;25.02.2017;18;17;0;2;A;0;2;A;12;11;3;5;20;17;9;8;1;3;0;0
D1;25.02.2017;25;5;3;1;H;2;0;H;13;5;5;1;15;10;3;0;1;4;0;0
D1;26.02.2017;24;16;0;2;A;0;0;D;14;10;3;4;11;14;6;4;2;0;0;0
D1;26.02.2017;12;8;1;1;D;1;0;H;7;14;2;4;20;13;6;3;0;2;0;0
D1;03.03.2017;3;25;2;2;D;1;1;D;7;12;2;5;15;15;1;6;4;2;0;0
D1;04.03.2017;1;18;6;2;H;2;0;H;20;12;12;3;8;20;7;3;0;6;0;0
D1;04.03.2017;5;15;0;3;A;0;1;A;6;20;2;8;11;9;2;9;0;2;0;0
D1;04.03.2017;8;24;5;2;H;1;1;D;17;8;12;4;19;21;3;6;2;2;0;0
D1;04.03.2017;17;6;1;1;D;1;1;D;10;7;2;5;15;12;4;6;0;0;0;0
D1;04.03.2017;16;12;4;2;H;1;1;D;19;7;7;2;6;16;3;2;0;4;0;0
D1;04.03.2017;13;23;2;0;H;0;0;D;9;15;4;3;10;17;2;7;1;1;0;0
D1;05.03.2017;29;4;1;2;A;1;1;D;15;10;3;3;13;14;12;1;2;1;0;0
D1;05.03.2017;2;9;1;0;H;0;0;D;9;8;3;1;14;11;5;2;1;2;0;0
D1;10.03.2017;18;13;1;1;D;1;0;H;12;11;7;3;12;12;4;3;0;2;1;0
D1;11.03.2017;15;29;3;0;H;2;0;H;16;10;7;4;11;8;3;2;2;3;0;0
D1;11.03.2017;23;17;2;1;H;2;1;H;11;13;5;6;16;17;5;11;3;2;1;1
D1;11.03.2017;4;8;1;1;D;0;0;D;6;23;4;7;12;11;6;6;2;2;0;0
D1;11.03.2017;9;1;2;1;H;1;0;H;16;18;4;2;7;15;4;8;2;4;0;0
D1;11.03.2017;24;5;2;2;D;1;1;D;26;7;9;2;13;24;11;0;4;3;0;0
D1;11.03.2017;25;6;0;1;A;0;1;A;11;15;6;5;16;17;7;3;3;4;0;0
D1;12.03.2017;2;16;2;1;H;1;1;D;17;7;6;3;8;18;8;4;1;2;0;0
D1;12.03.2017;12;3;3;0;H;3;0;H;25;9;7;3;20;10;7;4;3;0;0;0
D1;17.03.2017;1;24;1;0;H;1;0;H;10;14;2;2;12;23;4;2;1;3;0;0
D1;18.03.2017;3;4;1;1;D;1;1;D;15;7;3;3;16;21;3;1;2;2;0;0
D1;18.03.2017;29;2;0;0;D;0;0;D;7;5;1;0;19;24;4;7;1;1;0;0
D1;18.03.2017;5;9;4;2;H;3;0;H;7;8;6;6;12;12;2;9;2;3;0;0
D1;18.03.2017;8;18;1;0;H;0;0;D;13;16;4;7;12;14;2;7;1;1;0;0
D1;18.03.2017;13;25;3;0;H;1;0;H;9;7;4;2;11;18;4;5;2;1;0;0
D1;18.03.2017;6;23;1;0;H;1;0;H;18;6;4;1;15;14;6;4;2;3;0;0
D1;19.03.2017;17;12;0;1;A;0;0;D;18;9;5;5;10;15;10;4;2;4;0;0
D1;19.03.2017;16;15;0;1;A;0;0;D;14;18;1;6;5;11;5;4;0;2;0;0
D1;31.03.2017;9;8;1;3;A;1;1;D;5;28;3;8;18;13;0;8;2;1;1;0
D1;01.04.2017;15;3;6;0;H;2;0;H;21;6;8;2;6;9;5;1;0;2;0;0
D1;01.04.2017;29;16;0;0;D;0;0;D;15;6;4;1;13;12;10;1;4;2;0;1
D1;01.04.2017;4;13;2;5;A;0;2;A;13;11;4;7;9;14;5;5;2;1;0;0
D1;01.04.2017;2;5;2;1;H;1;1;D;14;7;4;1;19;13;5;1;2;3;0;0
D1;01.04.2017;25;23;4;0;H;1;0;H;25;11;10;1;12;15;10;4;1;2;0;1
D1;01.04.2017;12;1;1;1;D;0;0;D;9;7;3;2;13;17;9;4;1;2;0;0
D1;02.04.2017;24;17;2;1;H;1;0;H;12;10;5;1;25;26;4;4;4;3;0;0
D1;02.04.2017;18;6;3;3;D;1;0;H;8;18;5;9;18;14;2;10;1;2;0;0
D1;04.04.2017;1;2;3;0;H;1;0;H;17;16;10;6;6;12;6;4;1;3;0;0
D1;04.04.2017;5;29;1;0;H;0;0;D;5;11;1;2;11;20;0;5;0;2;0;0
D1;04.04.2017;8;15;1;0;H;1;0;H;14;21;4;6;17;12;7;9;0;1;0;0
D1;04.04.2017;13;12;3;0;H;1;0;H;11;14;6;3;9;19;4;3;0;2;0;0
D1;05.04.2017;3;24;2;3;A;0;2;A;13;13;5;6;16;13;3;5;3;2;0;0
D1;05.04.2017;23;18;0;2;A;0;1;A;13;14;2;7;11;13;3;8;0;2;0;0
D1;05.04.2017;17;25;2;3;A;0;0;D;18;15;3;7;16;20;8;3;6;4;1;0
D1;05.04.2017;16;9;1;0;H;1;0;H;22;12;7;2;12;12;8;4;1;1;0;0
D1;05.04.2017;6;4;0;1;A;0;0;D;17;16;4;5;12;16;6;3;0;1;0;0
D1;07.04.2017;29;13;2;2;D;0;2;A;16;8;7;4;19;8;4;1;2;2;0;0
D1;08.04.2017;15;1;4;1;H;2;1;H;18;9;6;3;14;10;6;3;2;3;0;0
D1;08.04.2017;5;16;2;3;A;1;1;D;9;16;2;7;17;10;5;6;2;2;0;0
D1;08.04.2017;4;17;1;0;H;0;0;D;7;9;3;3;12;14;1;6;0;3;0;0
D1;08.04.2017;2;8;2;1;H;1;1;D;12;12;6;4;22;22;8;4;4;4;0;0
D1;08.04.2017;25;18;1;0;H;0;0;D;14;14;5;3;13;12;8;2;0;1;1;0
D1;08.04.2017;12;6;4;1;H;2;0;H;12;18;7;1;17;10;5;1;1;2;0;0
D1;09.04.2017;9;3;2;0;H;2;0;H;18;5;8;0;17;20;7;0;1;2;0;0
D1;09.04.2017;24;23;3;2;H;1;2;A;23;10;10;5;12;11;5;2;1;0;1;1
D1;15.04.2017;3;5;2;1;H;2;0;H;7;12;6;0;19;17;2;8;2;3;2;0
D1;15.04.2017;1;29;3;1;H;2;1;H;15;9;7;2;12;23;4;1;0;0;0;0
D1;15.04.2017;8;16;5;3;H;2;2;D;16;10;9;4;6;20;5;1;2;4;0;0
D1;15.04.2017;18;15;0;0;D;0;0;D;9;21;2;6;9;12;1;4;1;0;1;0
D1;15.04.2017;17;9;1;0;H;1;0;H;17;6;3;2;10;18;7;3;1;3;0;0
D1;15.04.2017;25;4;4;0;H;2;0;H;13;11;6;2;19;13;6;0;1;2;0;0
D1;15.04.2017;6;24;3;0;H;1;0;H;9;6;6;3;14;17;2;4;2;3;0;0
D1;16.04.2017;23;12;2;1;H;1;0;H;11;26;5;8;24;14;2;9;5;3;0;1
D1;16.04.2017;13;2;2;1;H;1;1;D;13;6;5;4;13;15;4;3;3;1;0;0
D1;21.04.2017;5;8;1;1;D;0;0;D;12;11;6;6;9;11;6;4;2;0;0;0
D1;22.04.2017;15;17;2;2;D;1;2;A;19;10;6;5;5;6;14;2;1;1;0;0
D1;22.04.2017;29;3;3;1;H;0;1;A;20;10;7;4;14;8;4;2;2;1;0;0
D1;22.04.2017;2;23;1;2;A;0;0;D;13;9;6;4;14;18;9;6;3;2;0;0
D1;22.04.2017;9;6;1;0;H;0;0;D;14;10;5;2;10;18;5;2;3;5;0;0
D1;22.04.2017;24;13;2;4;A;1;1;D;15;9;5;5;16;11;9;2;3;2;0;0
D1;22.04.2017;16;1;2;3;A;1;1;D;7;12;3;6;8;13;2;4;2;3;0;0
D1;23.04.2017;4;18;2;1;H;1;0;H;11;11;5;4;7;13;5;5;2;2;0;0
D1;23.04.2017;12;25;1;1;D;0;1;A;11;9;1;1;18;21;5;5;3;2;0;0
D1;28.04.2017;18;12;1;4;A;0;3;A;13;12;4;8;15;10;2;3;3;0;0;0
D1;29.04.2017;23;4;3;0;H;2;0;H;14;9;4;4;16;15;7;6;2;0;0;0
D1;29.04.2017;1;5;0;0;D;0;0;D;23;5;4;0;8;13;9;0;2;2;0;0
D1;29.04.2017;17;16;1;2;A;0;1;A;17;13;8;5;9;15;8;3;1;1;0;0
D1;29.04.2017;25;24;0;0;D;0;0;D;15;6;3;0;14;16;5;3;3;4;0;1
D1;29.04.2017;13;9;2;0;H;2;0;H;9;10;4;2;9;17;2;2;1;1;0;0
D1;29.04.2017;6;15;0;6;A;0;3;A;7;17;3;9;12;10;4;4;0;0;1;0
D1;30.04.2017;3;2;4;0;H;2;0;H;17;9;9;4;9;16;4;4;1;4;0;0
D1;30.04.2017;8;29;1;0;H;0;0;D;8;4;1;2;22;18;3;4;0;3;0;0
D1;05.05.2017;5;13;4;3;H;3;2;H;16;11;9;4;9;10;5;1;0;2;0;0
D1;06.05.2017;15;23;1;0;H;1;0;H;23;13;8;3;10;7;13;7;1;1;0;0
D1;06.05.2017;1;8;2;1;H;1;0;H;11;10;4;5;17;11;6;2;4;2;0;0
D1;06.05.2017;29;6;0;2;A;0;0;D;7;7;2;3;12;14;2;4;1;2;0;0
D1;06.05.2017;9;25;1;4;A;0;1;A;6;14;1;8;15;15;3;8;3;3;0;0
D1;06.05.2017;24;18;1;1;D;0;0;D;10;12;2;6;13;12;7;6;1;3;0;0
D1;06.05.2017;16;3;1;1;D;0;0;D;18;11;5;4;8;15;3;5;2;2;0;0
D1;07.05.2017;4;12;2;0;H;2;0;H;13;14;5;3;14;13;2;4;0;2;0;0
D1;07.05.2017;2;17;0;0;D;0;0;D;6;13;2;6;16;17;5;3;2;1;0;0
D1;13.05.2017;3;1;1;1;D;1;1;D;5;15;3;5;17;7;2;3;2;1;0;0
D1;13.05.2017;23;9;0;2;A;0;2;A;11;16;2;5;17;14;4;6;3;0;0;0
D1;13.05.2017;4;24;1;1;D;1;1;D;11;23;4;9;18;27;4;3;2;3;0;0
D1;13.05.2017;18;5;2;2;D;0;1;A;27;7;9;4;12;12;7;3;0;2;0;0
D1;13.05.2017;17;29;4;2;H;0;1;A;21;6;8;4;16;22;7;0;4;4;0;0
D1;13.05.2017;25;15;4;5;A;2;1;H;11;20;6;9;19;11;2;6;1;5;0;0
D1;13.05.2017;12;2;1;1;D;1;0;H;12;18;1;4;14;15;5;7;3;1;0;0
D1;13.05.2017;13;8;3;5;A;0;3;A;16;16;7;9;10;14;10;4;1;1;0;0
D1;13.05.2017;6;16;1;1;D;0;1;A;11;14;6;6;12;12;3;7;3;1;0;0
D1;20.05.2017;15;4;4;1;H;1;0;H;33;19;11;8;10;10;15;7;1;0;0;0
D1;20.05.2017;1;13;4;3;H;2;1;H;28;11;11;5;15;17;9;3;4;3;0;0
D1;20.05.2017;29;25;2;2;D;0;1;A;16;7;3;5;12;17;4;3;1;2;0;0
D1;20.05.2017;5;17;2;0;H;1;0;H;16;5;4;0;14;17;7;5;2;1;0;0
D1;20.05.2017;2;6;2;1;H;1;1;D;6;12;3;5;12;18;2;8;4;3;0;0
D1;20.05.2017;9;18;2;6;A;0;3;A;14;16;5;11;17;13;3;6;3;1;0;0
D1;20.05.2017;8;3;0;0;D;0;0;D;19;8;9;2;10;13;5;4;2;1;0;0
D1;20.05.2017;24;12;1;1;D;1;1;D;18;9;8;3;9;11;6;6;1;1;0;1
D1;20.05.2017;16;23;2;2;D;0;0;D;18;13;10;4;6;8;5;3;1;0;0;0
D1;18.08.2017;15;18;3;1;H;2;0;H;13;19;8;4;13;17;4;5;1;2;0;0
D1;19.08.2017;2;3;1;0;H;1;0;H;11;13;5;1;18;16;3;7;4;3;0;0
D1;19.08.2017;9;11;2;0;H;0;0;D;10;9;3;2;18;12;5;1;2;1;0;0
D1;19.08.2017;8;13;1;0;H;0;0;D;14;11;3;2;17;15;6;4;1;3;0;0
D1;19.08.2017;17;7;0;1;A;0;0;D;14;6;6;2;18;14;13;1;3;5;0;0
D1;19.08.2017;12;25;2;0;H;1;0;H;11;12;5;3;22;18;4;5;2;2;0;0
D1;19.08.2017;6;1;0;3;A;0;2;A;9;13;0;5;7;15;3;5;0;0;0;0
D1;20.08.2017;4;29;0;0;D;0;0;D;7;15;1;2;8;17;3;7;1;2;0;0
D1;20.08.2017;16;5;1;0;H;0;0;D;22;13;8;2;12;11;5;3;3;2;0;0
D1;25.08.2017;5;2;1;3;A;0;2;A;20;12;6;4;9;9;6;7;2;2;0;1
D1;26.08.2017;3;16;2;2;D;1;2;A;24;15;9;3;13;12;10;0;2;2;0;0
D1;26.08.2017;1;9;2;0;H;1;0;H;18;7;8;4;12;9;4;4;1;1;0;0
D1;26.08.2017;29;6;0;1;A;0;1;A;12;7;6;3;18;19;7;2;3;1;0;0
D1;26.08.2017;18;8;2;2;D;1;0;H;16;6;3;4;16;11;6;1;2;2;0;0
D1;26.08.2017;11;17;1;0;H;0;0;D;17;13;4;6;12;18;5;6;2;1;0;0
D1;26.08.2017;13;15;0;2;A;0;0;D;4;19;1;8;9;10;2;8;1;1;0;0
D1;27.08.2017;7;12;1;0;H;0;0;D;11;8;3;1;17;17;2;6;1;2;0;0
D1;27.08.2017;25;4;4;1;H;0;1;A;29;7;11;2;11;13;8;2;2;0;0;1
D1;08.09.2017;2;25;0;2;A;0;0;D;9;19;2;4;14;11;4;14;1;1;0;0
D1;09.09.2017;3;5;3;0;H;2;0;H;10;13;4;3;15;13;6;9;0;0;0;0
D1;09.09.2017;4;1;0;0;D;0;0;D;5;27;2;3;10;11;0;7;0;0;1;0
D1;09.09.2017;8;15;2;0;H;1;0;H;6;23;3;6;15;9;2;4;3;1;0;0
D1;09.09.2017;17;18;3;1;H;1;1;D;14;13;5;2;16;15;1;3;2;2;0;0
D1;09.09.2017;16;29;0;1;A;0;1;A;15;12;3;6;17;17;13;5;3;2;0;0
D1;09.09.2017;6;7;1;1;D;0;0;D;17;7;6;2;13;20;3;1;0;1;0;0
D1;10.09.2017;9;13;1;1;D;1;0;H;8;10;4;5;9;12;5;7;1;0;0;0
D1;10.09.2017;12;11;3;1;H;1;1;D;12;11;4;2;15;19;2;1;1;1;0;0
D1;15.09.2017;7;2;2;0;H;0;0;D;17;12;4;3;17;16;4;7;1;0;0;0
D1;16.09.2017;15;17;4;0;H;2;0;H;28;11;14;4;9;5;10;5;2;2;0;0
D1;16.09.2017;29;3;1;2;A;0;1;A;23;11;8;3;13;13;4;4;2;3;0;0
D1;16.09.2017;25;16;2;2;D;2;1;H;10;10;3;3;13;12;3;2;1;1;1;0
D1;16.09.2017;11;6;1;0;H;1;0;H;8;8;4;1;14;19;2;3;2;3;0;0
D1;16.09.2017;13;12;1;2;A;1;1;D;16;11;2;4;15;17;6;5;2;2;0;0
D1;17.09.2017;1;5;5;0;H;2;0;H;22;6;8;2;11;12;8;5;0;3;0;0
D1;17.09.2017;8;9;1;1;D;1;0;H;8;9;2;4;15;20;5;2;2;2;0;0
D1;17.09.2017;18;4;4;0;H;3;0;H;22;4;9;1;4;13;5;4;0;2;0;0
D1;19.09.2017;3;25;1;0;H;1;0;H;11;14;4;3;15;17;3;2;2;2;0;0
D1;19.09.2017;16;11;2;0;H;0;0;D;9;11;3;4;9;8;4;1;0;1;0;0
D1;19.09.2017;12;15;0;3;A;0;2;A;11;12;4;8;13;11;2;6;1;1;0;0
D1;19.09.2017;6;13;1;1;D;1;0;H;13;11;4;4;10;18;3;4;1;2;0;0
D1;20.09.2017;5;29;0;1;A;0;1;A;17;8;8;4;20;20;4;5;2;1;0;0
D1;20.09.2017;4;7;1;1;D;0;0;D;23;14;5;3;17;19;5;3;2;4;0;0
D1;20.09.2017;2;1;0;3;A;0;1;A;6;17;2;7;15;14;4;3;3;0;0;0
D1;20.09.2017;9;18;2;1;H;2;0;H;5;12;3;5;12;25;3;6;1;2;0;0
D1;20.09.2017;17;8;2;3;A;2;2;D;20;18;6;6;9;13;5;11;3;3;0;0
D1;22.09.2017;15;6;2;2;D;2;0;H;19;8;3;3;9;11;7;3;1;2;0;0
D1;23.09.2017;1;16;6;1;H;3;0;H;18;8;9;5;2;6;7;0;0;1;0;0
D1;23.09.2017;8;12;2;0;H;1;0;H;12;17;6;3;16;15;0;5;3;2;0;0
D1;23.09.2017;17;9;1;0;H;0;0;D;8;4;3;1;22;22;4;1;3;3;0;1
D1;23.09.2017;25;29;2;1;H;1;0;H;17;9;5;3;9;16;2;4;1;2;0;0
D1;23.09.2017;11;3;0;0;D;0;0;D;15;9;2;2;7;14;5;3;1;2;0;0
D1;23.09.2017;13;4;0;0;D;0;0;D;17;13;6;6;15;9;4;5;2;1;0;0
D1;24.09.2017;7;5;0;0;D;0;0;D;14;6;1;1;17;17;6;7;4;2;0;0
D1;24.09.2017;18;2;3;0;H;2;0;H;17;12;6;2;17;18;6;3;2;2;0;0
D1;29.09.2017;12;18;1;1;D;1;0;H;14;10;5;6;19;16;7;4;2;3;0;0
D1;30.09.2017;3;1;1;2;A;1;2;A;10;14;5;8;23;12;5;5;4;1;0;0
D1;30.09.2017;29;11;2;1;H;1;0;H;10;13;6;5;10;17;3;6;1;1;1;0
D1;30.09.2017;2;13;0;0;D;0;0;D;17;8;6;3;13;27;6;7;1;3;0;0
D1;30.09.2017;16;7;2;1;H;0;0;D;23;15;8;2;12;13;8;7;1;1;0;0
D1;30.09.2017;6;17;1;1;D;0;0;D;6;10;2;3;7;13;5;6;4;4;1;0
D1;01.10.2017;5;25;1;2;A;0;1;A;16;23;6;10;9;13;9;7;0;2;0;0
D1;01.10.2017;4;8;3;2;H;2;1;H;15;15;6;6;13;17;9;7;2;3;0;0
D1;01.10.2017;9;15;2;2;D;0;1;A;10;15;5;5;14;11;1;9;0;2;0;0
D1;13.10.2017;11;5;2;1;H;1;0;H;22;17;7;3;12;13;5;4;2;3;0;0
D1;14.10.2017;15;4;5;0;H;2;0;H;22;6;10;2;5;7;9;1;0;0;0;0
D1;14.10.2017;1;25;2;3;A;1;2;A;15;7;8;6;16;19;3;2;2;5;1;1
D1;14.10.2017;7;29;1;2;A;1;1;D;10;12;2;4;15;16;6;5;3;3;0;0
D1;14.10.2017;9;12;0;2;A;0;0;D;2;10;0;6;12;20;1;5;1;2;1;0
D1;14.10.2017;8;3;2;2;D;0;0;D;22;13;7;5;5;11;6;3;1;0;0;0
D1;14.10.2017;17;2;3;2;H;1;1;D;14;9;4;2;14;17;4;2;1;1;0;0
D1;15.10.2017;18;6;2;2;D;1;1;D;17;11;10;4;16;13;11;2;2;2;0;0
D1;15.10.2017;13;16;0;2;A;0;2;A;18;16;5;8;11;10;5;5;1;0;0;0
D1;20.10.2017;12;17;2;0;H;1;0;H;14;4;5;2;17;15;5;1;3;0;0;0
D1;21.10.2017;3;7;1;2;A;1;0;H;15;11;5;6;11;9;11;2;1;2;0;0
D1;21.10.2017;29;1;2;2;D;0;1;A;14;20;7;7;14;10;4;4;2;3;0;0
D1;21.10.2017;2;15;0;1;A;0;0;D;7;21;3;4;9;9;7;7;1;2;1;0
D1;21.10.2017;16;18;1;5;A;1;0;H;19;13;3;6;12;11;4;4;3;0;0;0
D1;21.10.2017;25;11;1;0;H;1;0;H;15;11;3;2;10;18;3;5;0;1;0;0
D1;22.10.2017;5;13;0;0;D;0;0;D;18;13;8;2;16;20;3;6;3;3;0;0
D1;22.10.2017;4;9;1;1;D;0;0;D;20;11;8;3;20;15;6;1;4;3;0;0
D1;22.10.2017;6;8;1;1;D;0;0;D;14;14;6;5;12;24;8;4;1;3;0;0
D1;27.10.2017;17;29;1;1;D;0;1;A;7;8;3;3;15;21;5;5;0;2;0;0
D1;28.10.2017;15;25;2;0;H;2;0;H;23;3;7;1;7;9;11;1;1;0;0;1
D1;28.10.2017;7;1;4;2;H;2;1;H;13;10;7;4;17;9;5;6;2;0;0;1
D1;28.10.2017;9;2;2;1;H;1;0;H;8;12;3;4;14;13;9;11;0;0;0;0
D1;28.10.2017;8;16;1;3;A;1;0;H;16;16;5;6;14;13;5;5;2;1;0;0
D1;28.10.2017;18;5;2;1;H;0;1;A;17;9;5;2;14;13;8;10;3;2;0;0
D1;28.10.2017;12;6;1;1;D;1;0;H;14;7;7;2;18;12;4;2;0;0;0;0
D1;29.10.2017;11;4;3;0;H;2;0;H;18;6;6;0;13;10;6;0;3;0;0;1
D1;29.10.2017;13;3;0;3;A;0;2;A;16;18;3;6;15;11;7;3;2;0;0;0
D1;03.11.2017;29;13;2;1;H;1;1;D;16;13;5;7;11;13;7;8;0;0;0;0
D1;04.11.2017;3;18;1;1;D;0;0;D;14;11;4;3;13;15;6;3;3;2;0;0
D1;04.11.2017;1;15;1;3;A;0;2;A;15;10;4;5;12;16;4;3;2;2;0;0
D1;04.11.2017;4;12;0;1;A;0;0;D;13;8;2;3;14;12;6;1;1;1;0;0
D1;04.11.2017;2;11;3;1;H;1;0;H;21;3;12;2;14;10;11;3;2;2;0;1
D1;04.11.2017;16;17;1;1;D;0;1;A;10;20;3;7;5;14;9;9;1;0;0;0
D1;04.11.2017;25;7;2;1;H;0;0;D;18;12;6;4;11;16;2;3;1;4;0;0
D1;05.11.2017;5;8;0;3;A;0;1;A;12;22;4;8;17;14;7;6;0;0;0;0
D1;05.11.2017;6;9;3;3;D;2;1;H;20;10;8;6;14;19;4;2;1;1;0;0
D1;17.11.2017;11;1;2;1;H;1;1;D;9;13;4;7;16;12;5;4;2;0;0;0
D1;18.11.2017;15;3;3;0;H;2;0;H;16;8;6;3;13;16;6;3;0;3;0;0
D1;18.11.2017;9;16;2;4;A;1;3;A;16;8;8;5;15;12;8;2;2;1;0;0
D1;18.11.2017;8;29;1;1;D;0;1;A;13;5;6;3;14;19;4;3;0;2;0;0
D1;18.11.2017;18;25;2;2;D;1;1;D;13;12;3;3;14;13;2;1;5;2;1;0
D1;18.11.2017;17;5;1;0;H;1;0;H;12;11;3;0;12;15;0;3;0;2;1;0
D1;18.11.2017;6;4;3;1;H;2;0;H;15;12;7;7;8;8;1;3;1;2;0;0
D1;19.11.2017;12;2;2;0;H;1;0;H;12;7;4;1;16;19;7;6;3;3;0;0
D1;19.11.2017;13;7;4;0;H;1;0;H;16;13;7;7;14;16;3;2;0;1;0;0
D1;24.11.2017;7;11;1;1;D;0;1;A;15;13;4;4;14;16;4;5;1;5;0;0
D1;25.11.2017;3;6;2;1;H;0;1;A;23;4;8;3;7;12;6;1;1;2;0;1
D1;25.11.2017;1;12;4;4;D;4;0;H;11;12;6;7;17;19;3;5;5;5;1;0
D1;25.11.2017;29;18;0;1;A;0;0;D;12;13;3;4;18;14;9;2;4;3;0;0
D1;25.11.2017;4;17;2;1;H;0;0;D;15;17;5;5;16;15;2;5;3;2;0;0
D1;25.11.2017;16;15;2;1;H;2;0;H;6;21;2;7;12;9;2;5;1;1;0;0
D1;25.11.2017;25;13;2;0;H;1;0;H;14;9;6;3;9;10;8;8;0;1;0;0
D1;26.11.2017;5;9;0;2;A;0;1;A;15;10;2;7;15;8;3;4;2;0;0;0
D1;26.11.2017;2;8;3;0;H;1;0;H;18;13;7;2;16;23;7;8;0;3;0;0
D1;01.12.2017;4;2;0;0;D;0;0;D;20;10;2;3;13;19;7;5;2;3;0;0
D1;02.12.2017;15;7;3;1;H;1;1;D;29;8;12;4;12;8;9;3;2;2;0;0
D1;02.12.2017;8;25;4;0;H;1;0;H;10;11;8;5;14;10;0;7;2;0;0;0
D1;02.12.2017;18;1;1;1;D;1;0;H;15;9;9;3;8;19;7;4;1;3;1;0
D1;02.12.2017;17;3;1;3;A;0;2;A;16;10;5;4;17;13;4;3;4;1;0;0
D1;02.12.2017;12;5;2;2;D;1;0;H;23;7;10;4;14;18;7;4;0;2;0;1
D1;02.12.2017;13;11;1;0;H;1;0;H;15;12;6;4;13;17;5;8;2;1;0;0
D1;03.12.2017;9;29;1;2;A;1;1;D;15;7;5;5;15;13;4;2;1;3;0;0
D1;03.12.2017;6;16;3;0;H;2;0;H;13;16;6;9;7;15;6;5;0;2;0;0
D1;08.12.2017;11;18;0;2;A;0;1;A;9;18;5;4;12;12;8;5;1;1;0;0
D1;09.12.2017;1;13;1;2;A;0;1;A;11;9;5;4;8;6;4;2;0;0;0;0
D1;09.12.2017;29;15;0;1;A;0;1;A;12;6;3;1;16;12;5;5;2;3;0;0
D1;09.12.2017;2;6;0;0;D;0;0;D;12;3;3;0;15;12;6;2;2;2;0;0
D1;09.12.2017;16;12;1;1;D;1;0;H;13;13;5;6;12;7;8;10;1;2;0;0
D1;09.12.2017;25;17;2;2;D;2;1;H;12;13;7;9;16;17;6;4;2;3;0;0
D1;10.12.2017;3;9;1;1;D;0;0;D;15;8;3;4;11;9;11;3;2;2;0;0
D1;10.12.2017;5;4;3;4;A;3;1;H;6;25;3;11;20;14;4;9;3;3;0;0
D1;10.12.2017;7;8;2;0;H;0;0;D;12;9;3;5;12;15;2;1;2;5;0;0
D1;12.12.2017;4;16;1;0;H;1;0;H;24;5;5;3;7;12;5;3;0;2;0;0
D1;12.12.2017;2;29;1;2;A;1;2;A;21;10;6;6;6;26;9;3;0;4;0;0
D1;12.12.2017;17;1;0;2;A;0;0;D;13;15;0;6;14;6;2;6;0;0;0;0
