Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;Spalte1;Spalte2;Spalte3;Spalte4;Spalte5;Spalte6;Spalte7;Spalte8;Spalte9;Spalte10;Spalte11;Spalte12;Spalte13;Spalte14;Spalte15;Spalte16;Spalte17;Spalte18;Spalte19
D1;21.01.2012;Schalke 04;Stuttgart;3;1;H;1;0;H;14;13;7;6;9;10;8;6;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;21.01.2012;Wolfsburg;FC Koln;1;0;H;0;0;D;18;10;6;2;14;11;15;1;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;22.01.2012;Hamburg;Dortmund;1;5;A;0;2;A;9;22;3;9;19;9;8;5;1;0;0;0;;;;;;;;;;;;;;;;;;;
D1;22.01.2012;Leverkusen;Mainz;3;2;H;2;0;H;9;17;2;6;16;14;5;6;1;0;0;0;;;;;;;;;;;;;;;;;;;
D1;27.01.2012;Hannover;Nurnberg;1;0;H;1;0;H;13;10;3;1;21;17;8;1;3;2;0;0;;;;;;;;;;;;;;;;;;;
D1;28.01.2012;Augsburg;Kaiserslautern;2;2;D;1;1;D;15;15;5;8;13;17;3;4;2;4;0;0;;;;;;;;;;;;;;;;;;;
D1;28.01.2012;Bayern Munich;Wolfsburg;2;0;H;0;0;D;9;8;7;0;15;20;4;4;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;28.01.2012;Dortmund;Hoffenheim;3;1;H;2;0;H;18;8;9;5;13;23;6;2;1;4;0;0;;;;;;;;;;;;;;;;;;;
D1;28.01.2012;FC Koln;Schalke 04;1;4;A;1;0;H;8;14;3;5;12;22;4;1;1;2;1;0;;;;;;;;;;;;;;;;;;;
D1;28.01.2012;Hertha;Hamburg;1;2;A;0;2;A;18;13;3;5;19;30;6;7;3;1;0;0;;;;;;;;;;;;;;;;;;;
D1;28.01.2012;Werder Bremen;Leverkusen;1;1;D;1;0;H;16;13;4;7;18;16;4;6;3;2;0;0;;;;;;;;;;;;;;;;;;;
D1;29.01.2012;Mainz;Freiburg;3;1;H;3;0;H;18;5;10;1;18;19;4;3;2;2;0;1;;;;;;;;;;;;;;;;;;;
D1;29.01.2012;Stuttgart;M'gladbach;0;3;A;0;1;A;14;18;5;8;11;14;6;1;0;1;0;0;;;;;;;;;;;;;;;;;;;
D1;03.02.2012;Nurnberg;Dortmund;0;2;A;0;0;D;12;11;3;6;19;19;7;1;1;0;0;0;;;;;;;;;;;;;;;;;;;
D1;04.02.2012;Hamburg;Bayern Munich;1;1;D;1;0;H;13;22;1;8;18;16;5;10;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;04.02.2012;Hertha;Hannover;0;1;A;0;0;D;15;9;3;4;16;24;4;1;0;2;1;0;;;;;;;;;;;;;;;;;;;
D1;04.02.2012;Hoffenheim;Augsburg;2;2;D;1;1;D;13;11;4;5;21;16;3;7;4;2;0;0;;;;;;;;;;;;;;;;;;;
D1;04.02.2012;Leverkusen;Stuttgart;2;2;D;1;1;D;13;14;6;4;19;29;3;3;1;6;1;1;;;;;;;;;;;;;;;;;;;
D1;04.02.2012;Schalke 04;Mainz;1;1;D;0;1;A;10;15;2;2;19;18;13;2;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;04.02.2012;Wolfsburg;M'gladbach;0;0;D;0;0;D;11;5;2;0;16;8;8;3;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;05.02.2012;Freiburg;Werder Bremen;2;2;D;1;1;D;18;8;6;2;20;19;7;1;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;05.02.2012;Kaiserslautern;FC Koln;0;1;A;0;0;D;6;18;3;4;14;13;3;9;2;0;1;0;;;;;;;;;;;;;;;;;;;
D1;10.02.2012;Wolfsburg;Freiburg;3;2;H;2;2;D;15;8;8;2;24;11;5;3;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;11.02.2012;Bayern Munich;Kaiserslautern;2;0;H;2;0;H;18;5;10;1;12;25;6;1;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;11.02.2012;Dortmund;Leverkusen;1;0;H;1;0;H;14;3;5;1;14;14;3;4;0;0;0;0;;;;;;;;;;;;;;;;;;;
D1;11.02.2012;Mainz;Hannover;1;1;D;1;0;H;13;15;4;7;16;12;7;7;3;3;0;0;;;;;;;;;;;;;;;;;;;
D1;11.02.2012;M'gladbach;Schalke 04;3;0;H;3;0;H;10;10;4;1;10;9;2;1;1;3;0;0;;;;;;;;;;;;;;;;;;;
D1;11.02.2012;Stuttgart;Hertha;5;0;H;4;0;H;19;4;12;0;18;14;4;3;1;1;0;1;;;;;;;;;;;;;;;;;;;
D1;11.02.2012;Werder Bremen;Hoffenheim;1;1;D;0;1;A;14;11;4;6;24;28;9;5;3;4;0;0;;;;;;;;;;;;;;;;;;;
D1;12.02.2012;Augsburg;Nurnberg;0;0;D;0;0;D;9;12;1;4;23;23;6;3;2;4;0;0;;;;;;;;;;;;;;;;;;;
D1;12.02.2012;FC Koln;Hamburg;0;1;A;0;0;D;10;19;2;4;18;17;5;6;3;1;0;0;;;;;;;;;;;;;;;;;;;
D1;17.02.2012;Hoffenheim;Mainz;1;1;D;1;1;D;16;7;2;3;20;15;6;4;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;18.02.2012;Freiburg;Bayern Munich;0;0;D;0;0;D;13;9;2;2;21;19;6;10;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;18.02.2012;Hamburg;Werder Bremen;1;3;A;0;2;A;18;13;6;9;15;25;3;2;1;3;0;0;;;;;;;;;;;;;;;;;;;
D1;18.02.2012;Hertha;Dortmund;0;1;A;0;0;D;6;14;2;6;16;19;2;5;0;0;0;0;;;;;;;;;;;;;;;;;;;
D1;18.02.2012;Kaiserslautern;M'gladbach;1;2;A;0;2;A;14;8;6;2;18;18;2;0;3;1;0;0;;;;;;;;;;;;;;;;;;;
D1;18.02.2012;Leverkusen;Augsburg;4;1;H;1;0;H;12;6;9;3;9;21;5;6;0;4;0;0;;;;;;;;;;;;;;;;;;;
D1;18.02.2012;Nurnberg;FC Koln;2;1;H;1;0;H;19;7;3;5;16;18;6;3;3;3;0;0;;;;;;;;;;;;;;;;;;;
D1;19.02.2012;Hannover;Stuttgart;4;2;H;2;0;H;21;11;6;6;11;18;10;5;0;0;0;0;;;;;;;;;;;;;;;;;;;
D1;19.02.2012;Schalke 04;Wolfsburg;4;0;H;2;0;H;13;13;9;6;12;23;6;4;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;24.02.2012;M'gladbach;Hamburg;1;1;D;1;0;H;9;11;5;5;15;18;3;6;1;3;0;0;;;;;;;;;;;;;;;;;;;
D1;25.02.2012;Augsburg;Hertha;3;0;H;0;0;D;11;7;5;1;21;23;4;8;0;4;0;0;;;;;;;;;;;;;;;;;;;
D1;25.02.2012;FC Koln;Leverkusen;0;2;A;0;1;A;11;22;4;7;14;15;2;7;1;0;0;0;;;;;;;;;;;;;;;;;;;
D1;25.02.2012;Mainz;Kaiserslautern;4;0;H;3;0;H;11;6;8;2;11;17;6;4;1;3;0;0;;;;;;;;;;;;;;;;;;;
D1;25.02.2012;Stuttgart;Freiburg;4;1;H;2;1;H;17;10;8;3;11;13;5;7;0;0;0;0;;;;;;;;;;;;;;;;;;;
D1;25.02.2012;Werder Bremen;Nurnberg;0;1;A;0;0;D;20;11;5;5;15;20;3;6;3;3;0;0;;;;;;;;;;;;;;;;;;;
D1;25.02.2012;Wolfsburg;Hoffenheim;1;2;A;0;1;A;13;14;5;7;24;19;6;1;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;26.02.2012;Bayern Munich;Schalke 04;2;0;H;1;0;H;23;12;7;4;9;14;10;3;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;26.02.2012;Dortmund;Hannover;3;1;H;1;0;H;21;7;6;2;13;14;4;2;3;4;0;0;;;;;;;;;;;;;;;;;;;
D1;03.03.2012;Dortmund;Mainz;2;1;H;1;0;H;18;5;5;3;11;15;5;2;0;0;0;0;;;;;;;;;;;;;;;;;;;
D1;03.03.2012;Freiburg;Schalke 04;2;1;H;1;0;H;11;15;2;4;16;20;6;4;2;1;0;1;;;;;;;;;;;;;;;;;;;
D1;03.03.2012;Hamburg;Stuttgart;0;4;A;0;2;A;9;15;3;8;14;26;1;4;1;3;1;0;;;;;;;;;;;;;;;;;;;
D1;03.03.2012;Hannover;Augsburg;2;2;D;1;1;D;12;15;3;7;16;29;1;4;1;3;1;0;;;;;;;;;;;;;;;;;;;
D1;03.03.2012;Hertha;Werder Bremen;1;0;H;0;0;D;5;17;2;3;13;19;0;7;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;03.03.2012;Kaiserslautern;Wolfsburg;0;0;D;0;0;D;12;15;5;6;12;22;6;9;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;03.03.2012;Leverkusen;Bayern Munich;2;0;H;0;0;D;15;15;8;5;17;15;3;8;2;3;0;0;;;;;;;;;;;;;;;;;;;
D1;04.03.2012;Hoffenheim;FC Koln;1;1;D;1;0;H;23;9;7;3;21;18;7;2;3;2;0;0;;;;;;;;;;;;;;;;;;;
D1;04.03.2012;Nurnberg;M'gladbach;1;0;H;0;0;D;16;8;4;4;13;11;5;0;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;09.03.2012;Stuttgart;Kaiserslautern;0;0;D;0;0;D;22;7;9;1;11;22;8;3;0;0;0;0;;;;;;;;;;;;;;;;;;;
D1;10.03.2012;Augsburg;Dortmund;0;0;D;0;0;D;4;14;2;3;16;16;2;5;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;10.03.2012;Bayern Munich;Hoffenheim;7;1;H;5;0;H;19;4;10;0;11;16;13;4;0;1;0;0;;;;;;;;;;;;;;;;;;;
D1;10.03.2012;FC Koln;Hertha;1;0;H;1;0;H;16;14;5;7;13;22;5;5;2;3;2;1;;;;;;;;;;;;;;;;;;;
D1;10.03.2012;Mainz;Nurnberg;2;1;H;2;0;H;13;15;3;2;18;19;4;5;0;5;1;0;;;;;;;;;;;;;;;;;;;
D1;10.03.2012;M'gladbach;Freiburg;0;0;D;0;0;D;13;6;3;3;8;9;3;4;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;10.03.2012;Wolfsburg;Leverkusen;3;2;H;2;1;H;11;7;6;4;25;16;4;3;5;1;0;0;;;;;;;;;;;;;;;;;;;
D1;11.03.2012;Schalke 04;Hamburg;3;1;H;3;1;H;11;20;7;5;20;16;4;7;3;4;0;0;;;;;;;;;;;;;;;;;;;
D1;11.03.2012;Werder Bremen;Hannover;3;0;H;1;0;H;10;14;7;4;16;29;2;3;0;4;0;0;;;;;;;;;;;;;;;;;;;
D1;16.03.2012;Hoffenheim;Stuttgart;1;2;A;0;2;A;18;12;5;8;19;19;3;6;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;17.03.2012;Augsburg;Mainz;2;1;H;1;1;D;10;10;5;3;12;21;6;2;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;17.03.2012;Dortmund;Werder Bremen;1;0;H;1;0;H;18;4;5;2;11;17;9;4;1;3;0;0;;;;;;;;;;;;;;;;;;;
D1;17.03.2012;Hamburg;Freiburg;1;3;A;0;2;A;15;12;6;5;16;25;4;5;0;3;0;0;;;;;;;;;;;;;;;;;;;
D1;17.03.2012;Hertha;Bayern Munich;0;6;A;0;3;A;7;15;2;7;15;9;2;4;3;1;0;0;;;;;;;;;;;;;;;;;;;
D1;17.03.2012;Leverkusen;M'gladbach;1;2;A;0;1;A;22;11;5;7;16;16;4;1;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;17.03.2012;Nurnberg;Wolfsburg;1;3;A;1;2;A;5;10;1;4;16;16;2;5;0;1;0;0;;;;;;;;;;;;;;;;;;;
D1;18.03.2012;Hannover;FC Koln;4;1;H;1;1;D;18;14;10;7;12;17;8;7;0;1;0;0;;;;;;;;;;;;;;;;;;;
D1;18.03.2012;Kaiserslautern;Schalke 04;1;4;A;1;2;A;10;19;3;5;13;15;3;5;0;0;0;0;;;;;;;;;;;;;;;;;;;
D1;23.03.2012;Wolfsburg;Hamburg;2;1;H;0;0;D;15;6;4;1;25;16;10;3;4;2;0;0;;;;;;;;;;;;;;;;;;;
D1;24.03.2012;Bayern Munich;Hannover;2;1;H;1;0;H;12;8;6;2;16;15;6;1;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;24.03.2012;Freiburg;Kaiserslautern;2;0;H;2;0;H;10;4;3;4;24;17;4;2;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;24.03.2012;Mainz;Hertha;1;3;A;0;1;A;15;13;4;6;13;8;12;8;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;24.03.2012;M'gladbach;Hoffenheim;1;2;A;1;0;H;12;13;3;3;15;19;3;3;3;3;0;0;;;;;;;;;;;;;;;;;;;
D1;24.03.2012;Schalke 04;Leverkusen;2;0;H;1;0;H;17;8;6;2;14;11;6;3;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;24.03.2012;Werder Bremen;Augsburg;1;1;D;0;0;D;17;15;5;6;19;15;4;6;3;3;0;0;;;;;;;;;;;;;;;;;;;
D1;25.03.2012;FC Koln;Dortmund;1;6;A;1;1;D;5;15;3;9;15;11;2;3;1;0;0;0;;;;;;;;;;;;;;;;;;;
D1;25.03.2012;Stuttgart;Nurnberg;1;0;H;0;0;D;8;17;2;3;15;15;4;14;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;30.03.2012;Dortmund;Stuttgart;4;4;D;1;0;H;27;11;10;4;8;10;11;5;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;31.03.2012;Augsburg;FC Koln;2;1;H;2;1;H;14;4;8;3;12;31;11;1;1;4;0;0;;;;;;;;;;;;;;;;;;;
D1;31.03.2012;Hertha;Wolfsburg;1;4;A;1;2;A;13;13;6;6;9;10;7;1;1;0;0;0;;;;;;;;;;;;;;;;;;;
D1;31.03.2012;Kaiserslautern;Hamburg;0;1;A;0;1;A;18;12;6;5;24;14;10;5;4;2;0;0;;;;;;;;;;;;;;;;;;;
D1;31.03.2012;Leverkusen;Freiburg;0;2;A;0;1;A;11;8;4;4;17;22;3;1;1;4;0;0;;;;;;;;;;;;;;;;;;;
D1;31.03.2012;Nurnberg;Bayern Munich;0;1;A;0;0;D;6;12;3;4;24;15;6;6;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;31.03.2012;Werder Bremen;Mainz;0;3;A;0;1;A;19;9;7;5;16;14;7;0;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;01.04.2012;Hannover;M'gladbach;2;1;H;0;0;D;12;14;3;6;8;9;5;6;0;1;0;0;;;;;;;;;;;;;;;;;;;
D1;01.04.2012;Hoffenheim;Schalke 04;1;1;D;1;0;H;15;19;5;7;23;16;5;4;2;4;0;0;;;;;;;;;;;;;;;;;;;
D1;07.04.2012;Bayern Munich;Augsburg;2;1;H;1;1;D;18;7;5;3;15;14;3;5;1;0;0;0;;;;;;;;;;;;;;;;;;;
D1;07.04.2012;FC Koln;Werder Bremen;1;1;D;1;1;D;13;7;4;1;19;19;7;9;3;2;0;0;;;;;;;;;;;;;;;;;;;
D1;07.04.2012;Freiburg;Nurnberg;2;2;D;0;2;A;12;14;3;5;22;24;5;7;3;4;0;0;;;;;;;;;;;;;;;;;;;
D1;07.04.2012;Kaiserslautern;Hoffenheim;1;2;A;0;1;A;14;13;5;5;21;24;3;1;3;2;0;0;;;;;;;;;;;;;;;;;;;
D1;07.04.2012;M'gladbach;Hertha;0;0;D;0;0;D;12;6;3;5;15;21;1;3;0;1;0;0;;;;;;;;;;;;;;;;;;;
D1;07.04.2012;Stuttgart;Mainz;4;1;H;1;1;D;10;14;6;3;7;17;13;2;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;07.04.2012;Wolfsburg;Dortmund;1;3;A;0;1;A;11;11;6;4;17;9;5;6;1;2;1;0;;;;;;;;;;;;;;;;;;;
D1;08.04.2012;Hamburg;Leverkusen;1;1;D;1;0;H;18;15;4;9;20;12;5;4;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;08.04.2012;Schalke 04;Hannover;3;0;H;1;0;H;16;4;10;0;14;14;4;1;0;1;0;0;;;;;;;;;;;;;;;;;;;
D1;10.04.2012;Augsburg;Stuttgart;1;3;A;1;2;A;20;14;2;9;16;19;9;2;2;3;0;0;;;;;;;;;;;;;;;;;;;
D1;10.04.2012;Hertha;Freiburg;1;2;A;0;1;A;12;10;4;5;18;14;6;1;4;1;0;0;;;;;;;;;;;;;;;;;;;
D1;10.04.2012;Mainz;FC Koln;4;0;H;3;0;H;7;3;4;0;14;13;3;2;2;0;0;0;;;;;;;;;;;;;;;;;;;
D1;10.04.2012;Werder Bremen;M'gladbach;2;2;D;1;0;H;14;23;6;7;6;13;3;5;0;4;1;0;;;;;;;;;;;;;;;;;;;
D1;11.04.2012;Dortmund;Bayern Munich;1;0;H;0;0;D;13;7;6;4;9;10;3;4;0;0;0;0;;;;;;;;;;;;;;;;;;;
D1;11.04.2012;Hannover;Wolfsburg;2;0;H;1;0;H;7;13;3;5;16;11;5;6;0;1;0;0;;;;;;;;;;;;;;;;;;;
D1;11.04.2012;Hoffenheim;Hamburg;4;0;H;2;0;H;11;11;6;6;18;21;3;9;2;3;0;0;;;;;;;;;;;;;;;;;;;
D1;11.04.2012;Leverkusen;Kaiserslautern;3;1;H;1;1;D;15;16;8;4;9;9;2;4;0;1;0;0;;;;;;;;;;;;;;;;;;;
D1;11.04.2012;Nurnberg;Schalke 04;4;1;H;3;0;H;12;6;4;1;17;26;6;1;1;3;0;0;;;;;;;;;;;;;;;;;;;
D1;13.04.2012;Stuttgart;Werder Bremen;4;1;H;2;1;H;18;9;8;3;18;24;6;3;1;3;0;0;;;;;;;;;;;;;;;;;;;
D1;14.04.2012;Bayern Munich;Mainz;0;0;D;0;0;D;14;5;2;0;5;14;13;4;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;14.04.2012;Hamburg;Hannover;1;0;H;1;0;H;15;7;8;1;17;21;8;3;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;14.04.2012;Kaiserslautern;Nurnberg;0;2;A;0;1;A;15;11;4;3;11;17;6;1;3;3;0;0;;;;;;;;;;;;;;;;;;;
D1;14.04.2012;Leverkusen;Hertha;3;3;D;1;0;H;17;17;7;8;14;9;6;6;1;1;0;1;;;;;;;;;;;;;;;;;;;
D1;14.04.2012;Schalke 04;Dortmund;1;2;A;1;1;D;16;14;4;6;19;19;13;5;3;2;0;0;;;;;;;;;;;;;;;;;;;
D1;14.04.2012;Wolfsburg;Augsburg;1;2;A;1;1;D;23;9;10;4;32;20;5;2;3;2;0;0;;;;;;;;;;;;;;;;;;;
D1;15.04.2012;Freiburg;Hoffenheim;0;0;D;0;0;D;10;7;2;0;21;13;4;4;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;15.04.2012;M'gladbach;FC Koln;3;0;H;1;0;H;16;8;8;1;8;9;8;2;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;20.04.2012;Mainz;Wolfsburg;0;0;D;0;0;D;15;11;8;3;10;20;3;6;0;1;0;0;;;;;;;;;;;;;;;;;;;
D1;21.04.2012;Dortmund;M'gladbach;2;0;H;1;0;H;18;4;8;1;14;8;6;2;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;21.04.2012;FC Koln;Stuttgart;1;1;D;0;0;D;19;11;4;4;12;17;9;4;0;2;0;0;;;;;;;;;;;;;;;;;;;
D1;21.04.2012;Hertha;Kaiserslautern;1;2;A;0;2;A;11;15;4;8;13;14;9;5;1;2;1;0;;;;;;;;;;;;;;;;;;;
D1;21.04.2012;Hoffenheim;Leverkusen;0;1;A;0;0;D;15;10;3;4;13;11;6;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
D1;21.04.2012;Nurnberg;Hamburg;1;1;D;0;0;D;13;7;6;4;17;21;2;3;0;1;0;0;;;;;;;;;;;;;;;;;;;
D1;21.04.2012;Werder Bremen;Bayern Munich;1;2;A;0;0;D;16;15;4;6;15;11;4;2;0;0;0;0;;;;;;;;;;;;;;;;;;;
D1;22.04.2012;Augsburg;Schalke 04;1;1;D;1;1;D;15;5;6;2;14;20;5;1;4;3;0;0;;;;;;;;;;;;;;;;;;;
D1;22.04.2012;Hannover;Freiburg;0;0;D;0;0;D;17;11;5;3;14;17;5;4;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;28.04.2012;Bayern Munich;Stuttgart;2;0;H;1;0;H;15;9;6;5;12;14;6;6;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;28.04.2012;Freiburg;FC Koln;4;1;H;1;0;H;17;9;8;4;12;12;7;5;0;1;0;0;;;;;;;;;;;;;;;;;;;
D1;28.04.2012;Hamburg;Mainz;0;0;D;0;0;D;15;12;5;5;13;19;4;6;0;1;0;0;;;;;;;;;;;;;;;;;;;
D1;28.04.2012;Hoffenheim;Nurnberg;2;3;A;1;2;A;16;15;7;7;14;14;13;4;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;28.04.2012;Kaiserslautern;Dortmund;2;5;A;1;3;A;10;17;5;6;7;7;1;2;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;28.04.2012;Leverkusen;Hannover;1;0;H;0;0;D;13;10;4;2;13;12;5;7;1;0;0;0;;;;;;;;;;;;;;;;;;;
D1;28.04.2012;M'gladbach;Augsburg;0;0;D;0;0;D;12;8;5;1;10;15;3;3;0;2;0;0;;;;;;;;;;;;;;;;;;;
D1;28.04.2012;Schalke 04;Hertha;4;0;H;1;0;H;23;7;6;3;10;12;6;4;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;28.04.2012;Wolfsburg;Werder Bremen;3;1;H;1;1;D;13;11;10;6;25;13;6;5;2;3;0;0;;;;;;;;;;;;;;;;;;;
D1;05.05.2012;Augsburg;Hamburg;1;0;H;1;0;H;14;11;3;3;15;11;2;6;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;05.05.2012;Dortmund;Freiburg;4;0;H;4;0;H;14;8;6;2;10;6;3;1;0;1;0;0;;;;;;;;;;;;;;;;;;;
D1;05.05.2012;FC Koln;Bayern Munich;1;4;A;0;1;A;7;15;2;6;13;19;2;5;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;05.05.2012;Hannover;Kaiserslautern;2;1;H;1;1;D;25;11;6;4;12;11;16;2;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;05.05.2012;Hertha;Hoffenheim;3;1;H;1;0;H;16;10;7;3;27;14;3;8;2;2;0;1;;;;;;;;;;;;;;;;;;;
D1;05.05.2012;Mainz;M'gladbach;0;3;A;0;1;A;5;11;1;5;11;10;4;5;0;0;0;0;;;;;;;;;;;;;;;;;;;
D1;05.05.2012;Nurnberg;Leverkusen;1;4;A;0;2;A;12;4;5;4;8;10;5;1;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;05.05.2012;Stuttgart;Wolfsburg;3;2;H;0;1;A;15;13;5;3;15;20;8;4;2;0;0;0;;;;;;;;;;;;;;;;;;;
D1;05.05.2012;Werder Bremen;Schalke 04;2;3;A;1;1;D;19;16;4;5;11;13;11;9;2;1;0;0;;;;;;;;;;;;;;;;;;;
D1;24.08.2012;Dortmund;Werder Bremen;2;1;H;1;0;H;19;10;6;3;18;14;7;2;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;25.08.2012;Augsburg;Fortuna Dusseldorf;0;2;A;0;0;D;16;9;4;4;16;14;3;0;3;2;0;0;;;;;;;;;;;;;;;;;;;
D1;25.08.2012;Ein Frankfurt;Leverkusen;2;1;H;0;1;A;20;19;4;10;15;22;6;7;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;25.08.2012;Freiburg;Mainz;1;1;D;0;0;D;8;8;4;3;14;13;9;8;0;2;0;0;;;;;;;;;;;;;;;;;;;
D1;25.08.2012;Greuther Furth;Bayern Munich;0;3;A;0;1;A;6;19;2;9;21;13;2;4;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;25.08.2012;Hamburg;Nurnberg;0;1;A;0;0;D;11;18;5;8;16;20;9;6;4;2;0;0;;;;;;;;;;;;;;;;;;;
D1;25.08.2012;M'gladbach;Hoffenheim;2;1;H;1;0;H;7;14;3;8;9;6;6;4;2;0;0;0;;;;;;;;;;;;;;;;;;;
D1;25.08.2012;Stuttgart;Wolfsburg;0;1;A;0;0;D;10;13;5;3;16;23;7;6;1;0;0;0;;;;;;;;;;;;;;;;;;;
D1;26.08.2012;Hannover;Schalke 04;2;2;D;1;0;H;9;15;2;7;12;16;3;6;1;3;0;0;;;;;;;;;;;;;;;;;;;
D1;31.08.2012;Mainz;Greuther Furth;0;1;A;0;0;D;11;7;3;2;17;23;8;0;1;3;0;0;;;;;;;;;;;;;;;;;;;
D1;01.09.2012;Fortuna Dusseldorf;M'gladbach;0;0;D;0;0;D;5;13;0;4;15;23;5;4;3;2;0;0;;;;;;;;;;;;;;;;;;;
D1;01.09.2012;Hoffenheim;Ein Frankfurt;0;4;A;0;2;A;7;17;3;5;16;17;2;5;1;2;2;0;;;;;;;;;;;;;;;;;;;
D1;01.09.2012;Leverkusen;Freiburg;2;0;H;1;0;H;14;8;10;1;19;24;5;4;1;1;0;0;;;;;;;;;;;;;;;;;;;
D1;01.09.2012;Nurnberg;Dortmund;1;1;D;1;1;D;6;18;3;6;12;17;4;11;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;01.09.2012;Schalke 04;Augsburg;3;1;H;1;0;H;12;22;6;4;11;14;6;5;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;01.09.2012;Werder Bremen;Hamburg;2;0;H;0;0;D;16;11;9;4;7;20;7;5;0;1;0;0;;;;;;;;;;;;;;;;;;;
D1;02.09.2012;Bayern Munich;Stuttgart;6;1;H;3;1;H;16;7;13;4;13;8;5;3;1;1;0;1;;;;;;;;;;;;;;;;;;;
D1;02.09.2012;Wolfsburg;Hannover;0;4;A;0;2;A;5;16;1;7;24;20;0;3;2;1;1;0;;;;;;;;;;;;;;;;;;;
D1;14.09.2012;Augsburg;Wolfsburg;0;0;D;0;0;D;7;11;2;4;14;25;5;3;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;15.09.2012;Bayern Munich;Mainz;3;1;H;2;0;H;21;7;9;1;12;18;10;2;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;15.09.2012;Dortmund;Leverkusen;3;0;H;2;0;H;14;6;7;2;10;14;9;2;1;2;0;0;;;;;;;;;;;;;;;;;;;
D1;15.09.2012;Greuther Furth;Schalke 04;0;2;A;0;0;D;9;10;0;4;18;14;5;4;2;0;0;0;;;;;;;;;;;;;;;;;;;
D1;15.09.2012;Hannover;Werder Bremen;3;2;H;2;1;H;13;11;5;4;19;19;7;4;3;3;1;0;;;;;;;;;;;;;;;;;;;
D1;15.09.2012;M'gladbach;Nurnberg;2;3;A;1;2;A;14;11;6;3;12;17;5;6;2;2;0;0;;;;;;;;;;;;;;;;;;;
D1;15.09.2012;Stuttgart;Fortuna Dusseldorf;0;0;D;0;0;D;10;6;3;2;19;13;7;4;1;0;0;0;;;;;;;;;;;;;;;;;;;
D1;16.09.2012;Ein Frankfurt;Hamburg;3;2;H;2;1;H;17;14;6;7;15;19;7;6;0;1;0;1;;;;;;;;;;;;;;;;;;;
D1;16.09.2012;Freiburg;Hoffenheim;5;3;H;2;1;H;23;9;9;5;11;18;11;2;2;5;0;0;;;;;;;;;;;;;;;;;;;
